Customer_ID,age_range,HolidayName,Month_name,jan_dummy,feb_dummy,mar_dummy,apr_dummy,may_dummy,jun_dummy,jul_dummy,aug_dummy,sep_dummy,oct_dummy,nov_dummy,dec_dummy,spend_3m,QTY_3m,spend_12m,QTY_12m,spend_3m_electronics,QTY_3m_electronics,spend_3m_beauty,QTY_3m_beauty,spend_3m_clothing,QTY_3m_beauty:1,dummy_under_20,dummy_20_29,dummy_30_39,dummy_40_49,dummy_50_59,dummy_60_plus,gender_dummy,HolidayDummy,Max_Temp,Min_Temp,Mean_Temp,Total_Precip_mm,Product_Category
CUST342,40-49,0,10,0,0,0,0,0,0,0,0,0,1,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,0,0,1,0,0,0,0,18.3,9.3,13.8,0.0,Clothing
CUST412,Under 20,0,09,0,0,0,0,0,0,0,0,1,0,0,0,2000,4,2000,4,2000,4,0,0,0,0,1,0,0,0,0,0,0,0,23.4,11.9,17.7,0.0,Electronics
CUST416,50-59,0,02,0,1,0,0,0,0,0,0,0,0,0,0,2000,4,2000,4,2000,4,0,0,0,0,0,0,0,0,1,0,1,0,1.0,-7.9,-3.5,5.7,Electronics
CUST420,20-29,0,01,1,0,0,0,0,0,0,0,0,0,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,1,0,0,0,0,0,0,2.7,-2.0,0.4,0.0,Clothing
CUST447,20-29,0,07,0,0,0,0,0,0,1,0,0,0,0,0,2000,4,2000,4,0,0,2000,4,0,4,0,1,0,0,0,0,1,0,30.0,22.2,26.1,1.1,Beauty
CUST476,20-29,0,08,0,0,0,0,0,0,0,1,0,0,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,1,0,0,0,0,0,0,24.6,14.6,19.6,2.4,Clothing
CUST480,40-49,0,06,0,0,0,0,0,1,0,0,0,0,0,0,2000,4,2000,4,0,0,2000,4,0,4,0,0,0,1,0,0,0,0,26.0,13.7,19.9,0.0,Beauty
CUST487,40-49,0,07,0,0,0,0,0,0,1,0,0,0,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,0,0,1,0,0,1,0,26.4,18.4,22.4,7.3,Clothing
CUST503,40-49,0,10,0,0,0,0,0,0,0,0,0,1,0,0,2000,4,2000,4,0,0,2000,4,0,4,0,0,0,1,0,0,1,0,19.8,14.6,17.2,1.1,Beauty
CUST547,60+,0,03,0,0,1,0,0,0,0,0,0,0,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,0,0,0,0,1,1,0,1.9,-1.9,0.0,0.0,Clothing
CUST561,60+,0,05,0,0,0,0,1,0,0,0,0,0,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,0,0,0,0,1,0,0,23.2,12.4,17.8,0.0,Clothing
CUST572,30-39,0,04,0,0,0,1,0,0,0,0,0,0,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,0,1,0,0,0,1,0,10.2,3.9,7.1,0.7,Clothing
CUST577,20-29,0,02,0,1,0,0,0,0,0,0,0,0,0,0,2000,4,2000,4,0,0,2000,4,0,4,0,1,0,0,0,0,1,0,9.8,-0.6,4.6,0.0,Beauty
CUST592,40-49,0,01,1,0,0,0,0,0,0,0,0,0,0,0,2000,4,2000,4,0,0,2000,4,0,4,0,0,0,1,0,0,0,0,3.2,-0.7,1.2,0.0,Beauty
CUST595,Under 20,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2000,4,2000,4,0,0,0,0,2000,0,1,0,0,0,0,0,0,0,11.0,4.4,7.7,1.1,Clothing
CUST626,20-29,0,09,0,0,0,0,0,0,0,0,1,0,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,1,0,0,0,0,0,0,20.8,14.5,17.6,0.2,Clothing
CUST634,60+,0,10,0,0,0,0,0,0,0,0,0,1,0,0,2000,4,2000,4,2000,4,0,0,0,0,0,0,0,0,0,1,1,0,11.5,7.4,9.5,1.5,Electronics
CUST664,40-49,0,12,0,0,0,0,0,0,0,0,0,0,0,1,2000,4,2000,4,0,0,0,0,2000,0,0,0,0,1,0,0,0,0,7.9,6.1,7.0,3.3,Clothing
CUST700,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,2000,4,2000,4,2000,4,0,0,0,0,0,0,1,0,0,0,1,0,13.0,7.6,10.3,9.1,Electronics
CUST731,50-59,0,05,0,0,0,0,1,0,0,0,0,0,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,0,0,0,1,0,1,0,19.9,7.2,13.6,0.0,Clothing
CUST735,60+,0,10,0,0,0,0,0,0,0,0,0,1,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,0,0,0,0,1,0,0,27.2,17.9,22.6,0.0,Clothing
CUST742,30-39,0,01,1,0,0,0,0,0,0,0,0,0,0,0,2000,4,2000,4,2000,4,0,0,0,0,0,0,1,0,0,0,0,0,1.1,-1.0,0.1,0.0,Electronics
CUST743,30-39,0,01,1,0,0,0,0,0,0,0,0,0,0,0,2000,4,2000,4,0,0,2000,4,0,4,0,0,1,0,0,0,0,0,1.8,-5.1,-1.7,0.1,Beauty
CUST773,20-29,0,07,0,0,0,0,0,0,1,0,0,0,0,0,2000,4,2000,4,2000,4,0,0,0,0,0,1,0,0,0,0,1,0,27.3,17.5,22.4,1.2,Electronics
CUST789,60+,0,09,0,0,0,0,0,0,0,0,1,0,0,0,2000,4,2000,4,0,0,0,0,2000,0,0,0,0,0,0,1,0,0,23.3,15.0,19.1,0.0,Clothing
CUST808,30-39,0,04,0,0,0,1,0,0,0,0,0,0,0,0,2000,4,2000,4,0,0,2000,4,0,4,0,0,1,0,0,0,1,0,16.1,-1.3,7.4,16.9,Beauty
CUST832,40-49,0,09,0,0,0,0,0,0,0,0,1,0,0,0,2000,4,2000,4,0,0,2000,4,0,4,0,0,0,1,0,0,1,0,24.3,16.7,20.5,0.0,Beauty
CUST875,50-59,0,08,0,0,0,0,0,0,0,1,0,0,0,0,2000,4,2000,4,2000,4,0,0,0,0,0,0,0,0,1,0,0,0,24.2,16.1,20.1,3.8,Electronics
CUST927,40-49,0,06,0,0,0,0,0,1,0,0,0,0,0,0,2000,4,2000,4,2000,4,0,0,0,0,0,0,0,1,0,0,1,0,28.0,20.0,24.0,0.1,Electronics
CUST946,60+,0,05,0,0,0,0,1,0,0,0,0,0,0,0,2000,4,2000,4,2000,4,0,0,0,0,0,0,0,0,0,1,1,0,20.2,8.6,14.4,0.0,Electronics
CUST970,50-59,0,05,0,0,0,0,1,0,0,0,0,0,0,0,2000,4,2000,4,2000,4,0,0,0,0,0,0,0,0,1,0,1,0,25.0,6.6,15.8,0.0,Electronics
CUST013,20-29,0,08,0,0,0,0,0,0,0,1,0,0,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,1,0,0,0,0,1,0,24.2,18.4,21.3,0.0,Electronics
CUST016,Under 20,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,1,0,0,0,0,0,1,0,1.0,-7.9,-3.5,5.7,Clothing
CUST047,40-49,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,1,0,0,0,0,12.2,8.4,10.3,4.7,Beauty
CUST054,30-39,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,0,1,0,0,0,0,0,6.1,-2.3,1.9,0.0,Electronics
CUST078,40-49,Canada Day,07,0,0,0,0,0,0,1,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,0,1,0,0,0,1,28.7,19.4,24.0,0.4,Clothing
CUST111,30-39,0,04,0,0,0,1,0,0,0,0,0,0,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,0,1,0,0,0,0,0,9.1,1.5,5.3,0.0,Electronics
CUST112,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1500,3,1500,3,0,0,0,0,1500,0,0,0,1,0,0,0,1,0,4.1,2.3,3.2,2.8,Clothing
CUST115,50-59,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,0,0,1,0,1,0,6.8,1.6,4.2,9.1,Clothing
CUST144,50-59,0,07,0,0,0,0,0,0,1,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,0,1,0,0,0,24.4,19.8,22.1,8.8,Beauty
CUST164,40-49,0,05,0,0,0,0,1,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,1,0,0,0,0,23.9,9.2,16.5,0.0,Beauty
CUST169,Under 20,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1500,3,1500,3,0,0,1500,3,0,3,1,0,0,0,0,0,1,0,12.9,2.9,7.9,0.5,Beauty
CUST193,30-39,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,1,0,0,0,1,0,9.8,-0.6,4.6,0.0,Beauty
CUST199,40-49,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,1,0,0,1,0,4.4,1.2,2.8,0.0,Beauty
CUST211,40-49,New Year's Day,01,1,0,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,1,0,0,1,1,-0.7,-3.1,-1.9,0.1,Beauty
CUST212,20-29,0,06,0,0,0,0,0,1,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,1,0,0,0,0,1,0,21.1,12.1,16.6,2.4,Clothing
CUST213,20-29,0,07,0,0,0,0,0,0,1,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,1,0,0,0,0,1,0,26.4,18.4,22.4,7.3,Beauty
CUST215,50-59,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,0,0,1,0,1,0,1.0,-3.6,-1.3,0.0,Clothing
CUST239,30-39,0,06,0,0,0,0,0,1,0,0,0,0,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,0,1,0,0,0,1,0,24.4,16.1,20.3,0.0,Electronics
CUST280,30-39,0,04,0,0,0,1,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,1,0,0,0,0,0,10.3,5.6,7.9,1.5,Clothing
CUST313,50-59,0,03,0,0,1,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,0,1,0,0,0,9.8,4.2,7.0,0.0,Beauty
CUST356,50-59,0,06,0,0,0,0,0,1,0,0,0,0,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,0,0,0,1,0,1,0,25.9,14.1,20.0,0.0,Electronics
CUST369,20-29,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1500,3,1500,3,1500,3,0,0,0,0,0,1,0,0,0,0,1,0,13.6,3.4,8.5,0.0,Electronics
CUST372,20-29,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,1,0,0,0,0,0,0,8.9,-0.1,4.4,0.0,Beauty
CUST385,50-59,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,0,0,0,1,0,1,0,22.3,13.1,17.7,6.1,Electronics
CUST421,30-39,0,01,1,0,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,1,0,0,0,0,0,5.6,3.5,4.6,0.0,Clothing
CUST452,40-49,0,05,0,0,0,0,1,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,0,1,0,0,0,0,20.2,8.6,14.4,0.0,Clothing
CUST463,50-59,0,07,0,0,0,0,0,0,1,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,0,1,0,0,0,25.2,15.9,20.6,0.0,Beauty
CUST474,20-29,0,07,0,0,0,0,0,0,1,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,1,0,0,0,0,0,0,24.4,19.8,22.1,8.8,Clothing
CUST506,30-39,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,1,0,0,0,1,0,-0.9,-8.2,-4.5,0.9,Beauty
CUST507,30-39,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1500,3,1500,3,1500,3,0,0,0,0,0,0,1,0,0,0,0,0,9.1,2.9,6.0,0.0,Electronics
CUST522,40-49,New Year's Day,01,1,0,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,1,0,0,1,1,5.0,2.7,3.9,1.5,Beauty
CUST533,Under 20,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1500,3,1500,3,1500,3,0,0,0,0,1,0,0,0,0,0,1,0,12.3,4.6,8.5,0.0,Electronics
CUST580,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1500,3,1500,3,0,0,0,0,1500,0,0,0,1,0,0,0,0,0,1.4,-1.8,-0.2,0.0,Clothing
CUST608,50-59,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1500,3,1500,3,1500,3,0,0,0,0,0,0,0,0,1,0,0,0,4.1,2.3,3.2,2.8,Electronics
CUST611,50-59,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,0,1,0,1,0,-2.2,-9.5,-5.9,0.0,Beauty
CUST636,20-29,0,03,0,0,1,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,1,0,0,0,0,0,0,8.9,0.3,4.6,9.5,Beauty
CUST647,50-59,0,05,0,0,0,0,1,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,0,0,1,0,1,0,24.3,10.7,17.5,0.0,Clothing
CUST673,40-49,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,0,1,0,0,0,0,-3.7,-10.6,-7.1,0.0,Clothing
CUST676,60+,0,07,0,0,0,0,0,0,1,0,0,0,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,0,0,0,0,1,1,0,25.1,16.6,20.8,0.0,Electronics
CUST677,Under 20,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1500,3,1500,3,0,0,1500,3,0,3,1,0,0,0,0,0,0,0,21.9,16.3,19.1,0.0,Beauty
CUST693,40-49,0,04,0,0,0,1,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,1,0,0,1,0,8.9,5.7,7.3,0.0,Beauty
CUST710,20-29,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,1,0,0,0,0,0,0,6.6,0.4,3.5,0.0,Electronics
CUST711,20-29,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,1,0,0,0,0,1,0,12.9,8.2,10.5,0.0,Electronics
CUST720,50-59,0,01,1,0,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,0,0,1,0,0,0,2.5,-3.5,-0.5,1.9,Beauty
CUST805,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1500,3,1500,3,0,0,1500,3,0,3,0,0,1,0,0,0,0,0,7.1,2.6,4.9,4.5,Beauty
CUST843,20-29,Victoria Day,05,0,0,0,0,1,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,1,0,0,0,0,1,1,16.3,11.4,13.9,0.0,Beauty
CUST859,50-59,0,08,0,0,0,0,0,0,0,1,0,0,0,0,1500,3,1500,3,1500,3,0,0,0,0,0,0,0,0,1,0,0,0,20.8,14.8,17.8,0.0,Electronics
CUST869,30-39,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1500,3,1500,3,0,0,1500,3,0,3,0,0,1,0,0,0,1,0,19.8,14.6,17.2,1.1,Beauty
CUST942,50-59,0,03,0,0,1,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,0,0,1,0,1,0,2.2,-5.9,-1.9,0.4,Clothing
CUST956,30-39,0,08,0,0,0,0,0,0,0,1,0,0,0,0,1500,3,1500,3,0,0,0,0,1500,0,0,0,1,0,0,0,1,0,26.2,13.1,19.7,0.0,Clothing
CUST031,40-49,0,05,0,0,0,0,1,0,0,0,0,0,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,0,0,1,0,0,1,0,19.5,10.0,14.8,0.0,Electronics
CUST046,20-29,0,06,0,0,0,0,0,1,0,0,0,0,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,1,0,0,0,0,0,0,24.0,19.5,21.7,7.5,Electronics
CUST058,Under 20,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1200,4,1200,4,0,0,0,0,1200,0,1,0,0,0,0,0,1,0,14.0,3.9,9.0,0.0,Clothing
CUST067,40-49,0,05,0,0,0,0,1,0,0,0,0,0,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,0,0,1,0,0,0,0,24.2,17.3,20.7,0.0,Beauty
CUST099,50-59,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1200,4,1200,4,1200,4,0,0,0,0,0,0,0,0,1,0,0,0,8.4,5.9,7.2,12.0,Electronics
CUST107,20-29,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,1,0,0,0,0,0,0,-9.3,-20.5,-14.9,0.0,Clothing
CUST142,30-39,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,0,1,0,0,0,1,0,2.9,-9.3,-3.2,0.0,Electronics
CUST165,60+,0,09,0,0,0,0,0,0,0,0,1,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,0,0,0,0,1,0,0,20.5,10.7,15.6,0.0,Clothing
CUST181,Under 20,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1200,4,1200,4,1200,4,0,0,0,0,1,0,0,0,0,0,1,0,14.0,8.2,11.1,0.0,Electronics
CUST202,30-39,0,03,0,0,1,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,0,1,0,0,0,0,0,10.8,2.8,6.8,0.0,Clothing
CUST292,20-29,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,1,0,0,0,0,1,0,1.0,-7.9,-3.5,5.7,Beauty
CUST296,20-29,0,09,0,0,0,0,0,0,0,0,1,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,1,0,0,0,0,0,0,31.4,22.1,26.7,0.0,Clothing
CUST298,20-29,0,04,0,0,0,1,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,1,0,0,0,0,1,0,10.2,3.9,7.1,0.7,Beauty
CUST308,30-39,0,08,0,0,0,0,0,0,0,1,0,0,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,0,1,0,0,0,0,0,24.2,18.4,21.3,0.0,Beauty
CUST320,20-29,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,1,0,0,0,0,0,0,-3.7,-10.6,-7.1,0.0,Electronics
CUST332,50-59,0,04,0,0,0,1,0,0,0,0,0,0,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,0,0,0,1,0,1,0,12.9,5.8,9.3,0.0,Electronics
CUST333,50-59,0,02,0,1,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,0,0,0,1,0,0,0,5.5,-0.3,2.6,0.0,Electronics
CUST340,30-39,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,0,1,0,0,0,0,0,16.1,10.7,13.4,0.2,Clothing
CUST361,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1200,4,1200,4,1200,4,0,0,0,0,0,0,1,0,0,0,0,0,10.9,2.8,6.8,0.7,Electronics
CUST368,50-59,0,08,0,0,0,0,0,0,0,1,0,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,0,0,0,1,0,0,0,20.8,15.9,18.3,2.4,Clothing
CUST405,20-29,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1200,4,1200,4,0,0,0,0,1200,0,0,1,0,0,0,0,0,0,12.2,8.4,10.3,4.7,Clothing
CUST424,50-59,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1200,4,1200,4,0,0,1200,4,0,4,0,0,0,0,1,0,1,0,7.3,0.8,4.1,0.0,Beauty
CUST431,60+,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,0,0,0,0,1,1,0,11.3,8.0,9.6,0.0,Electronics
CUST437,30-39,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,0,1,0,0,0,0,0,15.6,9.3,12.5,0.0,Electronics
CUST441,50-59,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,0,0,0,1,0,1,0,12.8,7.7,10.3,2.8,Beauty
CUST459,20-29,0,03,0,0,1,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,1,0,0,0,0,1,0,9.8,4.2,7.0,0.0,Clothing
CUST462,60+,0,04,0,0,0,1,0,0,0,0,0,0,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,0,0,0,0,1,1,0,16.1,-1.3,7.4,16.9,Electronics
CUST479,50-59,0,08,0,0,0,0,0,0,0,1,0,0,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,0,0,0,1,0,1,0,22.2,18.8,20.5,14.3,Electronics
CUST481,40-49,0,06,0,0,0,0,0,1,0,0,0,0,0,0,1200,4,1200,4,1200,4,0,0,0,0,0,0,0,1,0,0,0,0,23.7,15.0,19.3,0.0,Electronics
CUST482,20-29,0,04,0,0,0,1,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,1,0,0,0,0,0,0,12.4,3.7,8.1,0.0,Clothing
CUST484,Under 20,0,01,1,0,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,1,0,0,0,0,0,0,0,-0.1,-8.8,-4.5,2.5,Clothing
CUST524,40-49,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,0,0,1,0,0,1,0,28.3,17.1,22.7,0.0,Beauty
CUST553,20-29,0,03,0,0,1,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,1,0,0,0,0,1,0,4.8,1.2,3.0,10.0,Clothing
CUST559,40-49,New Year's Day,01,1,0,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,0,0,1200,0,0,0,0,1,0,0,0,1,5.0,2.7,3.9,1.5,Clothing
CUST587,40-49,0,06,0,0,0,0,0,1,0,0,0,0,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,0,0,1,0,0,0,0,18.5,13.3,15.9,0.0,Beauty
CUST597,20-29,0,08,0,0,0,0,0,0,0,1,0,0,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,1,0,0,0,0,1,0,24.4,15.3,19.9,0.0,Beauty
CUST614,30-39,0,04,0,0,0,1,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,0,1,0,0,0,0,0,16.1,-1.3,7.4,16.9,Beauty
CUST648,50-59,0,08,0,0,0,0,0,0,0,1,0,0,0,0,1200,4,1200,4,0,0,1200,4,0,4,0,0,0,0,1,0,1,0,23.9,16.0,20.0,0.0,Beauty
